photo_id,timelevel,exposure,clicks,click_rate,photo_time,play_time,play_rate,new_pctr
171.0,6,2,1,0.5,56.371470781723644,11.546375857156152,0.2048265850977164,0.5
171.0,20,6,1,0.1666666666666666,214.74291715828235,19.121354607945975,0.0890430048216772,0.1666666666666666
171.0,26,7,2,0.2857142857142857,148.84117330969235,52.73538225437806,0.3543064132170745,0.2857142857142857
171.0,30,4,1,0.25,62.95032340809029,10.340629221760071,0.1642664987552885,0.25
171.0,40,36,1,0.0277777777777777,163.69776573004296,21.642153663604446,0.1322079966521652,0.0277777777777777
171.0,56,23,1,0.0434782608695652,39.28490070110897,27.615442174533776,0.7029530858341771,0.0434782608695652
171.0,60,7,1,0.1428571428571428,275.5165085612712,14.35098860028716,0.0520875815218008,0.1428571428571428
171.0,62,28,1,0.0357142857142857,99.87059503200456,13.665117293781243,0.1368282354721338,0.0357142857142857
171.0,69,4,1,0.25,208.88101677557512,25.445532514038863,0.1218183102841649,0.25
171.0,79,4,1,0.25,114.16199054414096,15.101728622385869,0.1322833330989157,0.25
171.0,80,2,1,0.5,170.4183657180089,13.83968535121297,0.0812100579236482,0.5
171.0,82,10,2,0.2,177.6117754226855,35.1195700227694,0.197732216454629,0.2
171.0,103,40,2,0.05,79.9107029918923,35.70008049080872,0.4467496737505967,0.05
171.0,105,32,1,0.03125,291.7878494964308,27.48202126033132,0.0941849405578743,0.03125
171.0,108,28,2,0.0714285714285714,239.2858623075009,44.73773887734708,0.1869635692051693,0.0714285714285714
171.0,111,2,1,0.5,283.6647142223311,18.119229126791787,0.0638755129500889,0.5
171.0,116,23,1,0.0434782608695652,271.6033846154652,20.687759285715337,0.0761690039872108,0.0434782608695652
171.0,125,25,1,0.04,191.432994278993,29.07930466650548,0.1519033057808494,0.04
171.0,127,13,2,0.1538461538461538,278.90604345624155,24.52858706439581,0.0879456994206157,0.1538461538461538
171.0,128,95,1,0.0105263157894736,53.89297555401826,14.154310434493828,0.2626373899193339,0.0105263157894736
171.0,132,2,1,0.5,82.9153728531692,29.250574131731103,0.35277624794053,0.5
171.0,133,59,1,0.0169491525423728,42.21136800584528,29.14649697054408,0.6904892768817154,0.0169491525423728
171.0,134,57,1,0.0175438596491228,117.83918930608137,13.543308425295454,0.1149304276874936,0.0175438596491228
171.0,135,6,1,0.1666666666666666,134.94286821616015,12.902176342505964,0.0956121395155054,0.1666666666666666
171.0,139,32,3,0.09375,103.26423857895188,55.2651080603172,0.5351814802572104,0.09375
172.0,130,50,2,0.04,253.7591274710209,21.98873169951877,0.0866519833933061,0.04
189.0,61,8,1,0.125,126.32339820726912,23.0980706457028,0.1828487119053266,0.125
189.0,83,20,1,0.05,105.8523176155928,11.549920433234844,0.1091135337742804,0.05
189.0,105,7,1,0.1428571428571428,176.52794245272707,11.160592541885617,0.0632228098669101,0.1428571428571428
192.0,17,15,1,0.0666666666666666,68.04954074318591,19.703738724176983,0.289549914797184,0.0666666666666666
192.0,54,24,1,0.0416666666666666,246.5931848035907,29.155732722202032,0.1182341383255353,0.0416666666666666
192.0,63,18,1,0.0555555555555555,50.12867379353813,18.535918721263197,0.3697667885172055,0.0555555555555555
192.0,99,95,3,0.031578947368421,296.45947288213966,51.38886951963307,0.1733419715687857,0.031578947368421
192.0,122,36,3,0.0833333333333333,238.5060877100975,89.87740293013715,0.3768348380246902,0.0833333333333333
192.0,127,87,1,0.0114942528735632,83.65323401422654,20.639379215583663,0.2467254190324981,0.0114942528735632
252.0,31,115,2,0.017391304347826,31.490971623372648,35.00965627560994,1.0,0.017391304347826
252.0,76,2,1,0.5,250.17458568280523,17.717216266832036,0.0708194088479298,0.5
252.0,83,20,2,0.1,220.8514828388566,27.79837984134042,0.1258691111511503,0.1
252.0,105,15,1,0.0666666666666666,226.83193537106655,20.244461148950776,0.0892487255634157,0.0666666666666666
278.0,36,3,1,0.3333333333333333,238.24299360520536,18.777100563360115,0.0788149119485789,0.3333333333333333
278.0,39,3,1,0.3333333333333333,49.9920559682044,15.415905926948268,0.3083671121018305,0.3333333333333333
278.0,88,7,1,0.1428571428571428,126.7857467069536,13.210801732035195,0.1041978461709106,0.1428571428571428
278.0,133,5,1,0.2,61.28464607178502,16.224777373351074,0.2647445716557844,0.2
311.0,62,5,2,0.4,263.03792498641025,40.34733310750917,0.1533897939226585,0.4
311.0,87,4,1,0.25,198.29049424344063,11.166665445696031,0.0563146785644033,0.25
311.0,118,16,1,0.0625,119.34246671021528,13.07488057167912,0.109557653131364,0.0625
380.0,106,2,1,0.5,47.16075457722639,28.95314533938191,0.613924556528686,0.5
380.0,130,7,2,0.2857142857142857,113.9652268632288,41.71421404125356,0.3660258061988973,0.2857142857142857
486.0,37,74,1,0.0135135135135135,117.7994969472217,11.268986073200756,0.0956624295114745,0.0135135135135135
486.0,62,16,1,0.0625,226.9936681512773,23.86175517539146,0.1051207964069247,0.0625
486.0,64,161,1,0.0062111801242236,202.14051726590756,11.236057401580696,0.055585379683184,0.0062111801242236
486.0,106,129,1,0.0077519379844961,269.54744049560816,24.77748454092746,0.0919225368839336,0.0077519379844961
486.0,109,11,1,0.0909090909090909,157.4980297937263,24.999254434400537,0.1587274105405752,0.0909090909090909
486.0,127,36,1,0.0277777777777777,62.29044640334146,23.021579514985053,0.3695844362057758,0.0277777777777777
486.0,128,206,1,0.0048543689320388,222.57609255020864,24.644090892386995,0.1107220933300722,0.0048543689320388
541.0,15,37,1,0.027027027027027,235.4119631265623,11.759315620261155,0.0499520732255187,0.027027027027027
541.0,37,28,1,0.0357142857142857,181.544843343764,24.535611047105352,0.1351490386352972,0.0357142857142857
541.0,41,27,1,0.037037037037037,238.16113858773147,12.73376639447766,0.0534670201443755,0.037037037037037
541.0,71,28,1,0.0357142857142857,163.3248110183855,16.790118145436878,0.1028020056520794,0.0357142857142857
541.0,79,48,1,0.0208333333333333,171.1378639331384,28.854905070012656,0.1686062009123003,0.0208333333333333
541.0,82,36,2,0.0555555555555555,145.4360749568084,40.11501910636561,0.2758257820027044,0.0555555555555555
541.0,126,21,1,0.0476190476190476,36.8631642209057,29.34852864166028,0.7961478419428858,0.0476190476190476
541.0,127,8,1,0.125,59.1306852881922,11.778449177734752,0.1991935172124039,0.125
541.0,129,7,1,0.1428571428571428,38.48588013541825,19.551131991263603,0.5080079219305901,0.1428571428571428
541.0,132,18,1,0.0555555555555555,201.8308110412207,11.248046405537412,0.0557300758368363,0.0555555555555555
558.0,65,32,1,0.03125,114.8761148906082,22.604205247985696,0.1967702796139193,0.03125
558.0,82,17,1,0.0588235294117647,167.31408661446974,11.574140027370328,0.0691761241481108,0.0588235294117647
558.0,89,74,2,0.027027027027027,275.0429479600451,27.014712101615093,0.0982199772871088,0.027027027027027
558.0,90,10,2,0.2,97.30890187019624,30.35321240277122,0.3119263687022225,0.2
558.0,110,123,4,0.032520325203252,140.80338921962004,99.89950813315866,0.7094964736774838,0.032520325203252
558.0,134,41,2,0.048780487804878,233.99880740662317,26.55848475272299,0.113498376539039,0.048780487804878
588.0,60,38,1,0.0263157894736842,91.77550468273807,26.932641065861358,0.2934621951572561,0.0263157894736842
588.0,80,4,1,0.25,50.78457565377411,12.638078776616018,0.2488566383379203,0.25
588.0,81,24,1,0.0416666666666666,108.23289228671736,10.704888981403126,0.0989060603965478,0.0416666666666666
588.0,83,73,2,0.0273972602739726,73.52974755858119,35.801816758786714,0.4869024843348385,0.0273972602739726
588.0,84,95,1,0.0105263157894736,281.01836613249475,29.5888328394259,0.1052914556676175,0.0105263157894736
588.0,85,17,1,0.0588235294117647,248.19250248239257,12.206844555775543,0.049182970612263,0.0588235294117647
588.0,98,119,1,0.0084033613445378,201.01901425781435,12.03436888079258,0.0598668186948626,0.0084033613445378
588.0,106,30,3,0.1,265.2943593506837,75.06999064773744,0.2829686648124506,0.1
588.0,108,132,2,0.0151515151515151,246.9914607627609,32.48646775974261,0.1315287081562158,0.0151515151515151
588.0,110,277,1,0.003610108303249,80.37391589922967,24.34563234451434,0.3029046435293527,0.003610108303249
588.0,122,70,2,0.0285714285714285,270.99092959229404,28.000423577734534,0.1033260545652254,0.0285714285714285
588.0,129,7,1,0.1428571428571428,175.62240531722568,19.20143988396326,0.109333657338765,0.1428571428571428
588.0,131,12,3,0.25,248.0088418942969,45.91739266493508,0.1851441759665383,0.25
604.0,64,11,1,0.0909090909090909,271.9446509793432,19.030564297581737,0.069979549989484,0.0909090909090909
604.0,113,20,1,0.05,115.86093824240324,25.381941851706078,0.2190724694340226,0.05
619.0,9,28,1,0.0357142857142857,59.714019622472726,25.240198809553235,0.4226846387017356,0.0357142857142857
619.0,43,28,1,0.0357142857142857,91.54249388632424,20.31544575347447,0.2219236650762629,0.0357142857142857
619.0,52,82,1,0.0121951219512195,145.31910292908918,28.56743687442102,0.1965841812852434,0.0121951219512195
619.0,55,66,1,0.0151515151515151,250.86398679907316,15.27568204896548,0.0608922876650301,0.0151515151515151
619.0,56,18,1,0.0555555555555555,262.3972574792127,14.80622702238466,0.0564267598092469,0.0555555555555555
619.0,105,12,1,0.0833333333333333,31.87707524342149,22.27612802350868,0.6988134216643928,0.0833333333333333
619.0,124,7,2,0.2857142857142857,167.90177169594276,44.85188136867156,0.2671316741665769,0.2857142857142857
620.0,38,31,1,0.032258064516129,142.70097085017034,10.93080079129948,0.076599344252369,0.032258064516129
620.0,40,3,1,0.3333333333333333,89.96910882709716,22.155554247737957,0.2462573491787781,0.3333333333333333
620.0,45,4,1,0.25,62.36364918009436,17.488723146980288,0.2804313630922427,0.25
620.0,79,140,3,0.0214285714285714,121.15609627897956,74.84655151923354,0.6177695866569394,0.0214285714285714
620.0,80,50,2,0.04,284.5856200563802,52.32422658181092,0.1838611050391259,0.04
620.0,83,53,3,0.0566037735849056,117.2647916456039,63.1292291728222,0.5383476854980522,0.0566037735849056
620.0,84,59,2,0.0338983050847457,170.07346787070884,20.068201260090603,0.1179972485499419,0.0338983050847457
620.0,86,118,2,0.0169491525423728,219.815118901698,45.45463240666568,0.2067857417350493,0.0169491525423728
620.0,87,2,1,0.5,128.1799926424094,24.977625593318685,0.1948636840930402,0.5
620.0,102,4,1,0.25,292.3811623346594,14.979665324630284,0.0512333462423429,0.25
620.0,105,2,1,0.5,289.86076963437006,19.29292002281578,0.0665592658404648,0.5
620.0,129,129,2,0.0155038759689922,97.98121987284831,58.62906493647153,0.5983704327477789,0.0155038759689922
638.0,108,21,2,0.0952380952380952,164.25709659094406,31.92462213576414,0.194357642977626,0.0952380952380952
638.0,126,39,1,0.0256410256410256,111.2371436505278,14.463065020834817,0.130020104312218,0.0256410256410256
674.0,7,4,1,0.25,106.90693348191624,14.217095809560202,0.1329857226890254,0.25
674.0,89,2,1,0.5,39.95947578572385,21.17601668707993,0.5299372994939385,0.5
703.0,53,2,1,0.5,194.58237017457213,28.99574202616013,0.1490152576523054,0.5
703.0,59,23,1,0.0434782608695652,165.7233362717926,22.17380258400709,0.1338001218346293,0.0434782608695652
703.0,79,26,1,0.0384615384615384,43.899262837497126,16.0664624047532,0.3659847880413568,0.0384615384615384
703.0,102,7,1,0.1428571428571428,105.23454534388507,22.77139556134908,0.216387076001866,0.1428571428571428
717.0,89,55,1,0.0181818181818181,275.2317892109965,22.49684595195575,0.0817378182093252,0.0181818181818181
717.0,103,69,1,0.0144927536231884,94.68171048008256,21.938502714593085,0.2317079254626279,0.0144927536231884
717.0,111,5,1,0.2,69.12161546463024,13.18852413776604,0.190801734726739,0.2
727.0,42,138,1,0.0072463768115942,162.152245274942,22.691335986899883,0.1399384630686113,0.0072463768115942
727.0,80,7,1,0.1428571428571428,296.1256226098622,18.603289050289995,0.0628222876707948,0.1428571428571428
727.0,88,2,1,0.5,95.35492330810511,10.371841172460668,0.1087709036160387,0.5
727.0,106,2,1,0.5,211.4765977995872,20.795289742949905,0.09833376344865,0.5
727.0,107,2,1,0.5,235.63729613875373,29.78533490436835,0.1264033130257504,0.5
739.0,78,31,1,0.032258064516129,94.16213687794792,16.99479181687967,0.1804843473221955,0.032258064516129
739.0,83,16,1,0.0625,226.6184141252021,29.311184366373165,0.1293415827637878,0.0625
746.0,42,15,1,0.0666666666666666,129.30144583419838,11.924114833251892,0.0922195011534676,0.0666666666666666
746.0,116,60,1,0.0166666666666666,200.72257426026647,24.649002317346124,0.1228013461275414,0.0166666666666666
746.0,140,84,1,0.0119047619047619,201.0530219054416,12.286599893256708,0.0611112420833708,0.0119047619047619
746.0,141,2,1,0.5,174.6591647001848,15.471431471105484,0.0885807022933112,0.5
751.0,14,19,1,0.0526315789473684,54.378237914690246,21.41681670644249,0.393849038287001,0.0526315789473684
751.0,79,53,1,0.0188679245283018,255.53167380909423,21.85559387953498,0.0855298818880008,0.0188679245283018
751.0,80,69,6,0.0869565217391304,116.61061754236869,153.02535806810056,1.0,0.0869565217391304
751.0,83,74,2,0.027027027027027,80.35999780796064,44.61245628909757,0.5551575100301728,0.027027027027027
751.0,84,48,1,0.0208333333333333,41.00928821978626,21.872294087611216,0.5333497614098608,0.0208333333333333
751.0,86,8,2,0.25,189.54109466082528,56.49412347956553,0.2980573874001259,0.25
751.0,108,28,2,0.0714285714285714,212.94237769741625,38.086430088366285,0.1788579168702896,0.0714285714285714
751.0,128,38,2,0.0526315789473684,34.478713810521164,29.0106311478022,0.8414069999023461,0.0526315789473684
751.0,129,16,1,0.0625,168.26512574080587,13.235771700472604,0.0786602193544304,0.0625
751.0,132,14,1,0.0714285714285714,91.15385930344326,17.999891936189996,0.1974671404341743,0.0714285714285714
751.0,133,11,1,0.0909090909090909,204.19665341055145,24.255055103873914,0.1187828238061642,0.0909090909090909
753.0,60,27,1,0.037037037037037,77.07893583134769,10.850869698598018,0.1407760704213694,0.037037037037037
753.0,105,27,1,0.037037037037037,216.55318928766584,12.581067730188122,0.0580968942160239,0.037037037037037
762.0,32,3,1,0.3333333333333333,134.4185435011451,12.122269202072788,0.0901830125987752,0.3333333333333333
762.0,35,31,1,0.032258064516129,282.9170969589183,21.70500306102917,0.0767185981134993,0.032258064516129
762.0,77,92,1,0.0108695652173913,67.13065491941818,14.857293010625323,0.221319053545055,0.0108695652173913
762.0,78,4,1,0.25,122.0879147835698,13.32518856602793,0.1091442063667811,0.25
762.0,133,51,1,0.0196078431372549,60.637850734959045,21.855414394860446,0.3604252810738281,0.0196078431372549
764.0,76,166,2,0.0120481927710843,279.667276935212,50.45239661809517,0.180401501280334,0.0120481927710843
764.0,100,85,1,0.0117647058823529,266.8816254128649,16.643098329053288,0.0623613495432908,0.0117647058823529
764.0,124,33,2,0.0606060606060606,99.644239483092,43.12818422706385,0.43282165081286,0.0606060606060606
764.0,135,16,1,0.0625,208.19569242922836,11.962488263989204,0.0574579047453423,0.0625
772.0,67,7,1,0.1428571428571428,250.64999405432823,28.7038206091514,0.1145175395572914,0.1428571428571428
772.0,115,6,2,0.3333333333333333,179.90421913185483,33.47584741259091,0.1860759440447358,0.3333333333333333
774.0,10,78,1,0.0128205128205128,173.00565615612174,29.950113863470023,0.1731163854922916,0.0128205128205128
774.0,107,36,3,0.0833333333333333,95.30011854312195,88.71526535098693,0.9309040398606064,0.0833333333333333
774.0,128,77,6,0.0779220779220779,55.13774730759279,153.45881392029736,1.0,0.0779220779220779
788.0,45,3,1,0.3333333333333333,272.2482546473982,10.401341908139337,0.0382053575388779,0.3333333333333333
788.0,55,2,1,0.5,273.11287543409924,20.869498407687267,0.0764134549662524,0.5
788.0,103,7,1,0.1428571428571428,200.93739346378237,11.73672840880023,0.0584098768600564,0.1428571428571428
954.0,90,4,1,0.25,121.5380435831492,27.902760519230323,0.2295804646562448,0.25
1041.0,108,17,1,0.0588235294117647,124.28658514541844,25.792725052948057,0.2075262187207888,0.0588235294117647
1041.0,133,14,1,0.0714285714285714,226.00803329496463,29.44680753191366,0.1302909772834597,0.0714285714285714
1047.0,127,272,1,0.0036764705882352,272.2197701871958,22.16765906299591,0.0814329504714224,0.0036764705882352
1047.0,128,231,1,0.0043290043290043,269.5133345515817,20.44345608968676,0.0758532267937715,0.0043290043290043
1055.0,34,62,1,0.0161290322580645,240.56639738155843,20.379477118887756,0.0847145625519934,0.0161290322580645
1055.0,103,19,1,0.0526315789473684,203.3485444616577,17.728967489086898,0.0871851211722333,0.0526315789473684
1055.0,107,30,1,0.0333333333333333,52.71779054866319,19.37380134458282,0.3675002526272243,0.0333333333333333
1055.0,113,5,1,0.2,73.63975280554573,22.708251662707006,0.3083694716177384,0.2
1055.0,140,67,2,0.0298507462686567,272.60963090231144,57.31790430225109,0.2102563438882712,0.0298507462686567
1086.0,93,27,1,0.037037037037037,193.73584610808928,21.91768676512062,0.1131318091381616,0.037037037037037
1086.0,96,12,1,0.0833333333333333,32.48320393649001,27.142318846347344,0.8355801016246744,0.0833333333333333
1121.0,108,12,1,0.0833333333333333,57.39731657382867,27.25559822605001,0.4748584054620715,0.0833333333333333
1121.0,126,89,1,0.0112359550561797,209.14547765917507,20.376653516965185,0.0974281334936207,0.0112359550561797
1161.0,4,12,1,0.0833333333333333,31.366627638479045,16.94939282995243,0.5403638869088924,0.0833333333333333
1161.0,27,21,1,0.0476190476190476,73.41817388272463,22.79147746664162,0.3104337286166753,0.0476190476190476
1161.0,31,32,1,0.03125,178.15812312897825,18.91754683829685,0.1061840263359837,0.03125
1161.0,35,20,1,0.05,216.8117033770272,11.62881734643866,0.0536355610205072,0.05
1161.0,40,6,1,0.1666666666666666,206.02954006570212,17.556182008648673,0.0852119652504687,0.1666666666666666
1161.0,62,5,1,0.2,90.55271355435114,29.8814427609865,0.3299894789243526,0.2
1161.0,104,106,3,0.0283018867924528,222.2883897638347,32.910712201577226,0.1480541212095803,0.0283018867924528
1161.0,128,5,1,0.2,94.05725362413602,23.933338238018536,0.2544549975237317,0.2
1219.0,33,82,1,0.0121951219512195,117.85791850300228,26.82377410142494,0.2275941611911434,0.0121951219512195
1219.0,78,63,1,0.0158730158730158,231.5526793818665,22.97451806950757,0.0992194006600934,0.0158730158730158
1244.0,34,20,1,0.05,205.400882742748,21.3949646232658,0.1041619896544538,0.05
1244.0,39,45,1,0.0222222222222222,259.29032083342804,24.15108833957515,0.0931430385135362,0.0222222222222222
1244.0,64,18,1,0.0555555555555555,207.5554809210927,18.586854745993115,0.0895512595644697,0.0555555555555555
1247.0,6,99,1,0.0101010101010101,183.44332290057733,11.827234746177536,0.0644735090880776,0.0101010101010101
1247.0,7,51,1,0.0196078431372549,55.29218731358497,29.24743508606764,0.5289614411561127,0.0196078431372549
1247.0,9,47,1,0.0212765957446808,129.28326682604705,18.64601539968392,0.1442260538231329,0.0212765957446808
1247.0,10,52,1,0.0192307692307692,101.60463927406587,23.30778474336035,0.2293968553984085,0.0192307692307692
1247.0,11,16,1,0.0625,95.87720371235255,20.626208737785905,0.2151315217709929,0.0625
1247.0,14,9,1,0.1111111111111111,292.7128497831603,11.093461439551092,0.0378987852694852,0.1111111111111111
1247.0,16,86,1,0.0116279069767441,136.13638566002533,29.05493201985077,0.2134251756353362,0.0116279069767441
1247.0,18,27,1,0.037037037037037,270.85256989782056,25.850744522286465,0.0954421238537212,0.037037037037037
1247.0,30,84,5,0.0595238095238095,200.40742901926097,64.90978944693948,0.3238891380653412,0.0595238095238095
1247.0,31,133,2,0.0150375939849624,244.59905195624503,59.26595505153068,0.2422983841414578,0.0150375939849624
1247.0,34,3,1,0.3333333333333333,165.71201513840188,24.73802744343416,0.1492832455315511,0.3333333333333333
1247.0,35,5,1,0.2,185.76404884911696,19.446433008566174,0.1046835118476618,0.2
1247.0,36,5,1,0.2,162.97977733109326,22.227401131191463,0.1363813443310609,0.2
1247.0,38,118,7,0.059322033898305,82.71560670547201,84.94313548204364,1.0,0.059322033898305
1247.0,39,3,1,0.3333333333333333,225.06207112060645,21.20823020031222,0.0942328047312207,0.3333333333333333
1247.0,43,134,2,0.0149253731343283,105.80853785903106,22.946442880682376,0.2168675925874145,0.0149253731343283
1247.0,52,36,1,0.0277777777777777,36.56531093649254,20.89710514238604,0.571500818868479,0.0277777777777777
1247.0,56,29,1,0.0344827586206896,204.27751989493527,21.053913775255708,0.1030652505771767,0.0344827586206896
1247.0,57,55,2,0.0363636363636363,77.81988343990321,54.97755140642976,0.7064717778572162,0.0363636363636363
1247.0,59,21,2,0.0952380952380952,283.92381777528686,49.00230001089176,0.172589606588324,0.0952380952380952
1247.0,60,108,4,0.037037037037037,287.56071579069857,59.9641913772096,0.2085270625799061,0.037037037037037
1247.0,61,3,1,0.3333333333333333,277.01338535952107,27.768522843757136,0.1002425309077315,0.3333333333333333
1247.0,63,47,4,0.0851063829787234,129.94284906897,85.85941318784046,0.6607475040220852,0.0851063829787234
1247.0,69,49,2,0.0408163265306122,34.17328646279421,44.25517914296135,1.0,0.0408163265306122
1247.0,82,20,1,0.05,280.64601189868586,13.379627384443566,0.0476743898618935,0.05
1247.0,84,69,4,0.0579710144927536,145.60972004567486,108.62188767752912,0.7459796478109881,0.0579710144927536
1247.0,87,72,1,0.0138888888888888,290.9968011417908,28.61930230033088,0.0983491989878812,0.0138888888888888
1247.0,89,7,1,0.1428571428571428,290.17739381409825,25.499812989898164,0.0878766352358743,0.1428571428571428
1247.0,90,28,1,0.0357142857142857,260.31255297618725,28.81504905290012,0.1106940434621915,0.0357142857142857
1247.0,98,27,1,0.037037037037037,109.50120085878814,16.045998082446918,0.1465371882372295,0.037037037037037
1247.0,107,2,1,0.5,133.9763867225198,27.22238336725542,0.2031879201492129,0.5
1247.0,108,14,1,0.0714285714285714,259.80690130955134,19.77786285727485,0.0761252405443617,0.0714285714285714
1247.0,109,68,4,0.0588235294117647,115.56894139219496,53.1133762354868,0.4595817491763738,0.0588235294117647
1247.0,112,51,2,0.0392156862745098,75.76304160524498,46.75202396133605,0.6170821943096259,0.0392156862745098
1247.0,115,10,2,0.2,180.33634086375451,47.36481082823516,0.2626470660398928,0.2
1247.0,122,149,2,0.0134228187919463,282.76178902341087,31.476980550267605,0.111319781427969,0.0134228187919463
1247.0,129,34,3,0.088235294117647,217.92804510224272,31.649599897654205,0.1452295865949953,0.088235294117647
1247.0,133,11,1,0.0909090909090909,183.91651592412853,13.996945181711268,0.0761048843894229,0.0909090909090909
1247.0,135,32,1,0.03125,56.23765331810751,17.995550953477736,0.3199911427969114,0.03125
1247.0,136,61,1,0.0163934426229508,196.05195120877585,13.351258221197371,0.0681006138366845,0.0163934426229508
1247.0,139,51,1,0.0196078431372549,297.3145395281511,13.880598964792084,0.0466865797643838,0.0196078431372549
1262.0,59,2,1,0.5,67.82268411386148,17.82781328764539,0.2628591528125878,0.5
1280.0,68,128,1,0.0078125,169.94900613820892,29.235732286171206,0.1720264975388888,0.0078125
1280.0,114,5,1,0.2,266.8907294205479,25.284870308152968,0.0947386608858594,0.2
1307.0,90,74,2,0.027027027027027,230.0075267936352,32.78993604906256,0.1425602740317363,0.027027027027027
1307.0,114,25,1,0.04,218.19425006872237,29.032081378370965,0.1330561248485101,0.04
1318.0,7,115,1,0.008695652173913,219.6707026765195,22.91293584517465,0.1043058339869543,0.008695652173913
1318.0,10,24,1,0.0416666666666666,127.06261082933388,19.108992892802803,0.1503903687172723,0.0416666666666666
1318.0,14,30,1,0.0333333333333333,109.2697979514132,19.366003979102945,0.1772310770421121,0.0333333333333333
1318.0,41,149,3,0.0201342281879194,248.52751197919864,54.64466807012351,0.2198737179435377,0.0201342281879194
1318.0,43,4,1,0.25,248.7306165633788,14.659841050918793,0.0589386270716027,0.25
1318.0,47,36,1,0.0277777777777777,264.109526016628,17.732643844274115,0.0671412504945304,0.0277777777777777
1318.0,54,2,1,0.5,276.57494919024725,20.55792768086785,0.0743304038961485,0.5
1318.0,56,18,2,0.1111111111111111,168.06244769245322,41.12109402920884,0.2446774671785014,0.1111111111111111
1318.0,57,58,2,0.0344827586206896,165.40939956554388,50.46947608850072,0.3051185496172608,0.0344827586206896
1318.0,59,7,1,0.1428571428571428,245.53969832102928,17.175957143147052,0.0699518540610506,0.1428571428571428
