item_id,hour_offset,exposure,dataset
31,87,172,train
31,88,126,train
31,89,84,train
31,90,75,train
31,91,63,train
31,92,42,train
31,93,21,train
31,94,17,train
31,95,14,train
31,96,25,train
31,97,26,train
31,98,75,train
31,99,108,train
31,100,148,train
31,101,147,train
31,102,146,train
31,103,83,train
31,104,23,train
31,105,7,train
31,106,9,train
31,107,2,train
31,108,1,train
31,109,1,train
32,18,1,train
32,32,1,train
32,34,3,train
32,35,2,train
32,36,3,train
32,37,2,train
32,38,1,train
33,52,1,train
33,56,2,train
33,58,1,train
33,59,1,train
33,60,5,train
33,61,34,train
33,62,163,train
33,63,193,train
33,64,118,train
33,65,94,train
33,66,49,train
33,67,5,train
33,68,11,train
33,69,1,train
33,70,3,train
33,75,2,train
33,76,5,train
33,78,3,train
34,135,1,train
34,153,9,test
34,154,18,test
34,155,210,test
34,156,124,test
34,157,64,test
34,158,33,test
34,159,8,test
34,161,2,test
34,162,2,test
34,164,15,test
34,165,9,test
34,166,7,test
35,75,1,train
35,76,1,train
35,77,2,train
35,79,3,train
35,81,15,train
35,82,38,train
35,83,248,train
35,84,428,train
35,85,290,train
35,86,121,train
35,87,114,train
35,88,87,train
35,89,54,train
35,90,43,train
35,91,41,train
35,92,18,train
35,93,16,train
35,94,9,train
35,95,13,train
35,96,7,train
35,97,17,train
35,98,44,train
35,99,74,train
35,100,142,train
35,101,161,train
35,102,212,train
35,103,159,train
35,104,41,train
35,105,6,train
35,106,2,train
35,107,6,train
35,108,4,train
35,109,1,train
35,111,1,train
35,122,1,train
36,11,1,train
36,12,7,train
36,13,4,train
36,15,4,train
36,16,8,train
36,17,18,train
36,18,7,train
36,19,8,train
36,21,1,train
36,24,1,train
36,26,1,train
36,28,4,train
36,29,2,train
36,30,4,train
36,33,1,train
36,34,2,train
36,35,1,train
37,64,1,train
37,67,1,train
37,68,252,train
37,69,237,train
37,70,123,train
37,71,5,train
37,72,5,train
37,73,3,train
37,74,6,train
37,75,12,train
37,76,7,train
37,77,6,train
37,78,7,train
37,79,5,train
37,81,1,train
37,83,1,train
37,103,1,train
38,27,2,train
38,28,4,train
38,29,2,train
38,30,1,train
38,31,1,train
39,41,1,train
39,52,2,train
39,53,7,train
39,54,35,train
39,55,23,train
39,56,6,train
39,57,2,train
39,58,2,train
40,91,1,train
40,99,3,train
40,100,3,train
40,101,15,train
40,102,108,train
40,103,129,train
40,104,150,train
40,105,135,train
40,106,118,train
40,107,84,train
40,108,16,train
40,109,11,train
40,110,8,train
40,111,9,train
40,112,4,train
40,113,10,train
40,114,7,train
40,115,5,train
40,117,3,train
40,120,2,train
40,121,4,train
40,122,9,train
40,123,9,train
40,124,19,train
40,125,12,train
40,126,7,train
40,127,12,train
40,128,14,train
40,129,12,train
40,130,11,train
40,131,16,train
40,132,15,train
40,153,1,test
40,161,1,test
41,137,2,train
41,138,1,train
41,139,3,train
41,140,21,train
41,141,27,train
41,142,18,train
41,152,46,test
41,153,176,test
41,154,159,test
41,155,137,test
41,156,186,test
41,157,133,test
41,158,84,test
41,159,57,test
41,160,19,test
41,161,12,test
41,162,4,test
41,163,8,test
41,164,9,test
41,165,3,test
41,166,3,test
42,103,1,train
42,104,4,train
42,105,29,train
42,106,7,train
42,107,1,train
42,108,1,train
42,109,1,train
42,125,1,train
43,25,1,train
43,26,24,train
43,27,56,train
43,28,90,train
43,29,78,train
43,30,32,train
43,31,4,train
43,32,8,train
43,33,10,train
43,34,15,train
43,35,24,train
43,36,12,train
43,37,8,train
43,38,136,train
43,39,192,train
43,40,156,train
43,41,133,train
43,42,96,train
43,43,91,train
43,44,72,train
43,45,5,train
43,51,3,train
43,53,1,train
43,54,1,train
43,55,1,train
43,60,1,train
44,103,1,train
44,104,3,train
44,106,4,train
44,107,2,train
44,108,5,train
45,43,1,train
45,44,7,train
45,45,7,train
45,46,3,train
45,47,4,train
45,48,9,train
45,49,9,train
45,50,16,train
45,51,22,train
45,52,31,train
45,53,54,train
45,54,40,train
45,55,45,train
45,56,49,train
45,57,34,train
45,58,68,train
45,59,33,train
45,60,53,train
45,61,38,train
45,62,20,train
45,63,19,train
45,64,27,train
45,65,25,train
45,66,14,train
45,67,5,train
45,68,1,train
46,118,1,train
46,119,1,train
46,122,1,train
46,123,2,train
46,124,3,train
46,125,14,train
46,126,22,train
46,127,127,train
46,128,133,train
46,129,860,train
46,130,2326,train
46,131,2516,train
46,132,1712,train
46,133,839,train
46,134,507,train
46,135,55,train
46,136,5,train
46,137,3,train
46,138,1,train
46,139,6,train
46,140,4,train
46,141,4,train
46,142,2,train
46,152,7,test
46,153,13,test
46,154,18,test
46,155,17,test
46,156,4,test
46,157,1,test
46,161,3,test
46,163,3,test
46,164,2,test
46,165,1,test
47,116,1,train
47,117,3,train
47,124,4,train
47,125,2,train
47,126,3,train
48,54,4,train
48,55,1,train
48,56,1,train
48,57,4,train
48,58,2,train
48,59,2,train
48,60,2,train
48,61,1,train
48,62,2,train
48,63,2,train
48,64,1,train
48,65,2,train
48,66,3,train
48,67,3,train
48,72,1,train
48,74,3,train
48,75,1,train
48,76,2,train
48,77,1,train
48,87,1,train
48,103,1,train
49,4,1,train
49,5,12,train
49,6,8,train
49,7,8,train
49,8,2,train
49,9,1,train
49,11,1,train
49,12,1,train
49,13,8,train
49,14,5,train
49,15,2,train
49,16,2,train
50,101,1,train
50,102,4,train
50,103,2,train
50,109,1,train
50,110,1,train
50,132,4,train
51,111,1,train
51,113,1,train
51,115,1,train
51,116,1,train
51,125,1,train
52,73,1,train
52,75,2,train
52,76,7,train
52,77,10,train
52,78,75,train
52,79,73,train
52,80,112,train
52,81,1113,train
52,82,857,train
52,83,582,train
52,84,429,train
52,85,25,train
52,86,22,train
52,87,17,train
52,88,15,train
52,89,10,train
52,90,10,train
52,91,8,train
52,92,3,train
52,93,4,train
52,95,2,train
52,96,4,train
52,97,5,train
52,98,14,train
52,99,24,train
52,100,45,train
52,101,62,train
52,102,46,train
52,103,70,train
52,104,45,train
52,105,64,train
52,106,76,train
52,107,83,train
52,108,85,train
52,109,30,train
52,110,21,train
52,111,26,train
52,112,7,train
52,113,3,train
52,114,4,train
52,115,3,train
52,116,1,train
52,117,2,train
52,118,2,train
52,119,2,train
52,120,4,train
52,121,3,train
52,122,7,train
52,123,10,train
52,124,16,train
52,125,28,train
52,126,24,train
52,127,28,train
52,128,20,train
52,129,32,train
52,130,27,train
52,131,15,train
52,132,16,train
52,133,9,train
52,134,7,train
52,135,4,train
52,136,6,train
52,137,5,train
52,138,1,train
52,142,1,train
52,153,4,test
52,154,3,test
52,155,5,test
52,156,1,test
52,158,1,test
52,161,1,test
52,163,2,test
53,106,3,train
53,125,4,train
53,126,1,train
54,4,1,train
54,9,2,train
54,10,9,train
54,11,7,train
54,13,2,train
54,14,1,train
54,20,32,train
54,21,116,train
54,22,93,train
54,23,79,train
54,24,81,train
54,25,66,train
54,26,4,train
54,27,2,train
54,28,6,train
54,29,4,train
54,30,9,train
54,31,6,train
54,32,7,train
54,33,3,train
54,34,3,train
54,35,4,train
54,36,7,train
54,37,2,train
54,38,1,train
54,39,4,train
54,40,4,train
54,41,6,train
54,42,5,train
54,43,1,train
54,44,5,train
54,45,2,train
54,46,3,train
54,47,2,train
54,48,1,train
54,49,2,train
54,50,2,train
54,51,5,train
54,52,7,train
54,53,20,train
54,54,12,train
54,55,17,train
54,56,15,train
54,57,14,train
54,58,10,train
54,59,12,train
54,60,13,train
54,61,13,train
54,62,5,train
54,63,7,train
54,64,7,train
54,65,5,train
54,66,1,train
54,67,5,train
54,68,3,train
54,69,1,train
54,70,2,train
54,71,1,train
54,72,1,train
54,74,1,train
54,75,5,train
54,76,7,train
54,77,7,train
54,78,5,train
54,79,6,train
54,80,1,train
54,81,4,train
54,82,1,train
54,84,2,train
54,91,1,train
54,99,1,train
54,101,1,train
54,102,2,train
54,103,3,train
54,104,2,train
54,105,1,train
54,107,1,train
54,108,1,train
54,109,2,train
54,110,1,train
54,111,1,train
54,113,2,train
54,117,1,train
54,125,1,train
54,129,1,train
54,130,1,train
55,56,3,train
55,57,6,train
55,58,14,train
55,59,54,train
55,60,38,train
55,61,42,train
55,62,31,train
55,63,30,train
55,64,22,train
55,65,16,train
55,66,15,train
55,67,4,train
55,68,7,train
55,69,6,train
55,70,8,train
55,73,1,train
55,74,1,train
55,75,3,train
55,76,4,train
55,77,5,train
55,78,3,train
55,79,3,train
55,81,1,train
55,83,1,train
55,87,1,train
55,100,1,train
55,102,1,train
56,102,1,train
56,103,1,train
56,105,1,train
56,106,2,train
56,107,5,train
56,109,2,train
56,110,1,train
56,111,4,train
56,112,1,train
56,123,1,train
56,125,1,train
57,42,11,train
57,43,27,train
57,44,4,train
57,45,4,train
57,46,1,train
57,47,4,train
57,48,6,train
57,49,3,train
57,50,7,train
57,51,7,train
57,52,9,train
57,53,4,train
57,54,6,train
57,55,6,train
57,56,6,train
57,57,4,train
57,58,7,train
57,59,4,train
57,60,2,train
57,64,2,train
57,65,1,train
57,67,1,train
57,70,1,train
57,75,1,train
58,0,1,train
58,1,46,train
58,2,118,train
58,3,166,train
58,4,187,train
58,5,198,train
58,6,221,train
58,7,66,train
58,8,19,train
58,9,10,train
58,10,11,train
58,11,13,train
58,12,13,train
58,13,6,train
58,14,8,train
58,15,9,train
58,16,10,train
58,17,11,train
58,18,6,train
58,19,3,train
58,54,1,train
59,39,1,train
59,41,1,train
59,42,1,train
59,49,1,train
59,50,3,train
60,77,1,train
60,78,7,train
60,79,51,train
60,80,3,train
60,81,54,train
60,82,110,train
60,83,44,train
60,84,33,train
60,85,38,train
60,86,28,train
60,87,31,train
60,88,3,train
60,89,2,train
60,90,2,train
60,92,1,train
60,94,1,train
60,97,1,train
60,98,1,train
60,99,3,train
60,100,5,train
60,101,5,train
60,102,5,train
60,103,4,train
60,105,1,train
61,105,4,train
61,106,4,train
62,100,1,train
62,107,6,train
62,108,3,train
62,109,3,train
62,110,1,train
62,112,2,train
62,113,1,train
62,114,2,train
62,116,1,train
62,121,1,train
62,123,1,train
62,124,1,train
62,125,1,train
62,126,1,train
62,128,3,train
62,130,3,train
63,40,1,train
63,41,3,train
63,43,2,train
63,44,2,train
63,47,1,train
63,50,1,train
63,52,1,train
64,106,3,train
64,107,2,train
64,108,48,train
64,109,10,train
64,110,6,train
64,111,5,train
64,112,2,train
64,113,2,train
64,114,1,train
64,115,5,train
64,116,2,train
64,117,2,train
64,121,1,train
64,122,1,train
64,123,4,train
64,124,1,train
64,127,1,train
64,130,1,train
64,132,1,train
64,156,1,test
65,87,1,train
65,88,1,train
65,89,2,train
65,90,19,train
65,91,16,train
65,92,7,train
65,93,7,train
65,94,5,train
65,97,1,train
65,98,3,train
65,99,6,train
65,100,10,train
65,101,4,train
65,102,2,train
65,103,1,train
65,104,2,train
66,115,1,train
66,121,1,train
66,122,4,train
66,123,16,train
66,124,217,train
66,125,392,train
66,126,381,train
66,127,353,train
66,128,209,train
66,129,193,train
66,130,161,train
66,131,149,train
66,132,192,train
66,133,161,train
66,134,80,train
66,135,209,train
66,136,154,train
66,137,159,train
66,138,117,train
66,139,55,train
66,152,2,test
66,153,3,test
66,154,1,test
66,155,1,test
66,157,1,test
67,125,5,train
67,126,3,train
68,81,2,train
68,82,7,train
68,83,7,train
68,84,8,train
68,87,2,train
68,88,3,train
69,51,1,train
69,52,1,train
69,57,21,train
69,58,219,train
69,59,22,train
69,60,13,train
69,61,14,train
69,62,15,train
69,63,16,train
69,64,11,train
69,65,4,train
69,66,2,train
69,67,5,train
69,68,1,train
69,69,1,train
69,72,16,train
69,73,19,train
69,74,41,train
69,75,61,train
69,76,92,train
69,77,47,train
69,78,15,train
69,79,13,train
69,81,7,train
69,82,4,train
69,83,2,train
69,84,3,train
69,85,1,train
69,86,1,train
69,87,1,train
70,82,1,train
70,83,3,train
70,85,5,train
70,86,6,train
70,88,1,train
70,89,2,train
70,90,1,train
70,91,1,train
70,93,2,train
70,96,2,train
70,97,1,train
70,98,2,train
70,99,3,train
70,100,10,train
70,101,7,train
70,102,11,train
70,103,11,train
70,104,5,train
70,105,3,train
70,106,13,train
70,107,6,train
70,108,7,train
70,109,6,train
70,110,2,train
70,111,3,train
70,112,3,train
70,113,3,train
70,114,1,train
70,116,1,train
70,118,1,train
70,120,1,train
70,121,1,train
70,123,6,train
70,124,3,train
70,125,7,train
70,126,5,train
70,127,9,train
70,128,3,train
70,129,6,train
70,130,5,train
70,131,7,train
70,132,4,train
70,133,5,train
70,134,2,train
70,140,1,train
71,82,1,train
71,85,15,train
71,86,12,train
71,87,13,train
71,88,10,train
71,89,12,train
71,90,8,train
71,91,7,train
71,92,1,train
71,93,2,train
71,94,1,train
71,95,2,train
71,96,1,train
71,99,1,train
71,100,1,train
71,101,6,train
71,102,41,train
71,103,60,train
71,104,42,train
71,105,12,train
71,106,5,train
71,107,3,train
71,108,3,train
71,109,4,train
71,110,1,train
71,111,1,train
71,124,1,train
71,128,1,train
71,133,1,train
72,29,1,train
72,30,3,train
72,32,1,train
73,77,2,train
73,78,11,train
73,79,12,train
73,80,2,train
73,81,10,train
73,82,13,train
73,83,15,train
73,84,10,train
73,85,10,train
73,86,1,train
73,99,1,train
73,101,3,train
73,102,1,train
74,91,1,train
74,95,1,train
74,96,3,train
74,97,4,train
74,98,13,train
74,99,31,train
74,100,55,train
74,101,47,train
74,102,46,train
74,103,39,train
74,104,13,train
74,105,3,train
74,106,2,train
75,87,7,train
75,88,4,train
75,89,2,train
75,90,2,train
75,91,2,train
75,92,1,train
75,94,1,train
75,95,1,train
75,96,2,train
75,97,2,train
75,98,1,train
75,99,4,train
75,100,8,train
75,101,2,train
75,102,2,train
75,103,4,train
75,104,6,train
75,105,2,train
75,106,1,train
76,98,3,train
76,99,2,train
76,101,1,train
76,102,1,train
76,104,2,train
76,105,1,train
76,106,1,train
76,107,1,train
76,108,2,train
77,56,1,train
77,58,1,train
77,60,1,train
77,61,1,train
77,63,2,train
77,64,2,train
77,66,1,train
77,70,1,train
77,76,1,train
77,77,3,train
77,78,1,train
77,79,2,train
78,43,1,train
78,44,1,train
78,47,1,train
78,48,2,train
78,49,1,train
78,50,1,train
78,51,1,train
78,52,3,train
78,53,2,train
78,54,2,train
78,55,3,train
78,56,14,train
78,57,17,train
78,58,11,train
78,59,20,train
78,60,15,train
78,61,9,train
78,63,2,train
78,64,1,train
78,65,1,train
78,66,1,train
78,68,3,train
78,69,2,train
78,72,1,train
78,73,1,train
78,74,3,train
78,75,7,train
78,76,12,train
78,77,12,train
78,78,10,train
78,79,7,train
78,81,8,train
78,82,6,train
78,83,4,train
78,84,6,train
78,85,1,train
78,86,1,train
78,87,1,train
78,88,1,train
78,89,2,train
78,91,1,train
78,96,2,train
78,98,1,train
78,99,1,train
78,100,2,train
78,101,7,train
78,102,3,train
78,103,3,train
78,104,1,train
78,105,4,train
78,106,1,train
78,107,1,train
78,108,1,train
78,110,1,train
78,111,2,train
78,113,1,train
78,119,1,train
78,122,1,train
78,123,2,train
78,124,1,train
78,125,1,train
78,127,2,train
78,128,2,train
78,129,1,train
78,132,1,train
79,103,4,train
79,104,3,train
79,105,3,train
79,106,1,train
79,109,2,train
79,111,1,train
79,113,2,train
80,113,2,train
80,114,7,train
80,115,6,train
80,116,1,train
81,91,1,train
81,98,12,train
81,99,15,train
81,100,16,train
81,101,23,train
81,102,134,train
81,103,115,train
81,104,86,train
81,105,72,train
81,106,51,train
81,107,65,train
81,108,89,train
81,109,39,train
81,110,35,train
81,111,43,train
81,112,38,train
81,113,7,train
81,114,8,train
81,116,5,train
81,117,1,train
81,118,1,train
81,120,2,train
81,123,2,train
81,127,1,train
81,131,1,train
82,29,1,train
82,34,1,train
82,35,1,train
82,37,1,train
82,43,1,train
82,52,1,train
83,75,3,train
83,76,3,train
83,78,1,train
83,81,2,train
83,82,3,train
83,84,1,train
83,86,2,train
84,76,3,train
84,77,8,train
84,78,23,train
84,79,19,train
84,80,1,train
84,103,1,train
85,12,1,train
85,13,4,train
85,14,5,train
85,15,4,train
85,18,3,train
86,0,1,train
86,1,1,train
86,2,3,train
86,3,4,train
86,4,5,train
86,5,6,train
87,32,1,train
87,33,4,train
87,34,4,train
87,36,2,train
87,37,1,train
87,38,1,train
88,41,1,train
88,54,3,train
88,55,2,train
88,56,1,train
88,57,3,train
88,58,5,train
88,61,1,train
89,3,1,train
89,4,26,train
89,5,56,train
89,6,58,train
89,7,48,train
89,8,41,train
89,9,34,train
89,10,15,train
89,11,23,train
89,12,12,train
89,13,9,train
89,14,10,train
89,15,5,train
89,16,3,train
89,17,3,train
89,18,1,train
89,19,3,train
89,21,2,train
89,25,1,train
89,30,1,train
89,32,1,train
90,57,1,train
90,60,1,train
90,62,1,train
90,114,1,train
90,117,1,train
90,128,1,train
91,-1,9,train
91,0,3,train
91,1,3,train
91,2,6,train
91,3,11,train
91,4,6,train
91,5,12,train
91,6,14,train
91,7,1,train
91,8,6,train
91,9,5,train
91,10,1,train
91,11,1,train
91,14,1,train
91,15,3,train
91,17,1,train
91,18,1,train
92,-1,1,train
92,0,3,train
92,1,5,train
92,2,2,train
92,3,7,train
92,4,7,train
92,5,3,train
92,6,5,train
92,7,3,train
92,8,4,train
92,9,1,train
92,10,1,train
92,11,2,train
92,13,1,train
92,14,1,train
92,15,1,train
92,16,1,train
92,19,1,train
92,20,1,train
92,23,1,train
92,25,1,train
92,27,1,train
92,30,1,train
92,31,3,train
92,32,1,train
92,33,1,train
92,34,1,train
92,37,2,train
92,38,2,train
93,84,5,train
93,85,18,train
93,86,7,train
93,87,2,train
93,91,1,train
94,-1,3,train
94,0,1,train
94,1,6,train
94,2,7,train
94,3,17,train
94,4,12,train
94,5,17,train
94,6,16,train
94,7,23,train
94,8,17,train
94,9,12,train
94,10,11,train
94,11,10,train
94,12,16,train
94,13,8,train
94,14,7,train
94,15,10,train
94,16,10,train
94,17,11,train
94,18,5,train
94,19,3,train
94,20,3,train
94,21,5,train
94,22,8,train
94,23,1,train
94,25,1,train
94,26,4,train
94,27,10,train
94,28,8,train
94,29,17,train
94,30,16,train
94,31,10,train
94,32,13,train
94,33,7,train
94,34,5,train
94,35,3,train
94,36,7,train
94,37,8,train
94,38,1,train
94,39,6,train
94,40,4,train
94,41,4,train
94,42,3,train
94,43,4,train
94,44,4,train
94,45,5,train
94,46,1,train
94,47,1,train
94,48,2,train
94,49,3,train
94,50,6,train
94,51,16,train
94,52,12,train
94,53,19,train
94,54,18,train
94,55,34,train
94,56,19,train
94,57,22,train
94,58,14,train
94,60,1,train
94,61,1,train
94,63,1,train
94,66,1,train
94,68,4,train
94,74,1,train
94,75,1,train
94,76,3,train
94,77,6,train
94,78,1,train
94,79,1,train
94,83,1,train
94,84,1,train
94,85,1,train
94,86,1,train
94,87,1,train
94,100,1,train
94,101,1,train
94,105,1,train
94,112,1,train
94,125,1,train
94,126,1,train
94,127,1,train
94,128,1,train
94,129,1,train
94,133,1,train
95,125,1,train
95,127,2,train
95,128,2,train
96,102,3,train
96,103,2,train
